L        beta       energy       spec-heat    abs-magnet   suscept
084      0.4672      -0.809858        0.297142             0.844549         1.326349
084      0.4208      -0.615618        0.281798             0.112015        17.050306
084      0.5698      -0.938441        0.103082             0.962982         0.095516
084      0.4286      -0.647307        0.286239             0.209076        39.023301
084      0.5318      -0.908914        0.133911             0.941772         0.196581
084      0.2965      -0.347299        0.078508             0.022806         0.594036
084      0.5117      -0.890264        0.169759             0.926040         0.286381
084      0.4512      -0.764456        0.372556             0.769388         4.409293
084      0.4760      -0.828560        0.211587             0.865513         0.884147
084      0.4859      -0.848971        0.258938             0.887755         0.745960
084      0.4016      -0.557285        0.285867             0.071403         7.792642
084      0.4362      -0.673880        0.442447             0.291964        58.516106
084      0.3495      -0.438929        0.120367             0.038818         2.110107
084      0.3728      -0.485641        0.151871             0.048296         3.217485
084      0.4974      -0.824626        0.230420             0.173393        37.377522
084      0.3888      -0.524147        0.177001             0.066165         6.923007
084      0.4437      -0.721874        0.503312             0.620842        28.133919
084      0.4606      -0.789252        0.311931             0.814082         2.124803
084      0.4142      -0.593920        0.311103             0.071386         7.113503
084      0.4689      -0.812594        0.295613             0.846346         1.787472
084      0.4224      -0.623299        0.347502             0.166344        33.479528
084      0.5372      -0.913946        0.145535             0.945275         0.189273
084      0.4528      -0.766740        0.472631             0.765575         6.558645
084      0.5848      -0.947443        0.101022             0.968931         0.089970
084      0.4301      -0.653912        0.355331             0.258506        57.958468
084      0.3115      -0.370278        0.100057             0.026494         0.986959
084      0.4880      -0.855604        0.267526             0.895955         0.630991
084      0.5151      -0.892659        0.141724             0.928279         0.232933
084      0.4622      -0.796840        0.263701             0.823710         2.705041
084      0.4779      -0.834906        0.256345             0.872574         0.982954
084      0.4035      -0.563790        0.192560             0.075924        11.181358
